country,country_code,year,health_exp,life_expect,maternal_mortality,infant_mortality,neonatal_mortality,under_5_mortality,prev_hiv,inci_tuberc,prev_undernourishment
Sub-Saharan Africa (IDA & IBRD countries),TSS,2017,5.077039032,60.4375514,550,54.87643704,29.13065474,81.72003745,4.417885147,,18.97207427
Trinidad and Tobago,TTO,2017,6.57946634,74.23,28,16.2,11.5,18.1,1.2,16,6.9
Tunisia,TUN,2017,6.18557453,75.845,38,14,11.6,16.3,0.1,34,3
Turkiye,TUR,2017,4.18,77.141,17,10.4,6,12,,17,2.5
Tuvalu,TUV,2017,24.28305244,64.148,,20.5,10.9,24.2,,233,
Tanzania,TZA,2017,4.08257437,65.999,280,36.1,22.1,50.2,5.2,269,23.3
Uganda,UGA,2017,3.99788952,62.115,313,35.9,21,50,5.8,201,38.9
Ukraine,UKR,2017,7.44,71.78097561,11,7.6,5.2,8.9,,84,2.6
Upper middle income,UMC,2017,5.700520495,75.45615093,56,11.7,7.2,14.3,,98,3.780302872
Uruguay,URY,2017,8.82179642,77.625,16,6.8,4.9,8,0.6,32,2.5
United States,USA,2017,16.76750183,78.53902439,19,5.6,3.8,6.6,0.4,3,2.5
Uzbekistan,UZB,2017,4.84,71.01,30,15.5,9.7,17.3,,73,2.5
St. Vincent and the Grenadines,VCT,2017,4.22985649,74.305,35,13.4,8.1,14.6,,2.1,5.5
"Venezuela, RB",VEN,2017,,71.943,175,21.2,15,24.2,0.5,45,23.4
British Virgin Islands,VGB,2017,,74.785,,13.1,7.9,14.9,,1.7,
Virgin Islands (U.S.),VIR,2017,,79.36829268,,,,,,,
Viet Nam,VNM,2017,4.99014759,73.963,52,17.2,11,21.5,0.4,188,7
Vanuatu,VUT,2017,2.76285458,69.71,94,17.5,8.7,20.4,,51,7.4
World,WLD,2017,9.754419678,72.49541239,222,30.2,18.6,40.6,0.7,138,7.3
Samoa,WSM,2017,5.16120243,72.59,59,15.6,7,18.1,,17,4.8
Kosovo,XKX,2017,,78.783,,11.4,9.1,12.6,,,
"Yemen, Rep.",YEM,2017,,65.957,179,36.8,23.7,46.8,0.1,48,42
South Africa,ZAF,2017,7.97711229,65.402,133,28.9,11.2,36.6,18.8,738,5.7
Zambia,ZMB,2017,4.78156233,62.12,156,44,26,63.8,12.7,361,30.8
Zimbabwe,ZWE,2017,6.36358309,60.709,366,39.2,27,55.8,13.6,221,36.7
Aruba,ABW,2018,,76.072,,,,,,5.4,
Africa Eastern and Southern,AFE,2018,5.809326587,63.36703676,364,45.08736935,25.57444462,62.51864389,5.337438126,,24.05535173
Afghanistan,AFG,2018,14.20841885,63.081,663,50.1,39.3,65.8,0.1,189,22.6
Africa Western and Central,AFW,2018,3.44487799,57.12970739,779,65.00739852,32.78400676,102.2553999,,,12.37945716
Angola,AGO,2018,2.58879566,62.144,233,51.6,28.3,77.1,1.7,355,15.7
Albania,ALB,2018,6.66844559,79.184,5,8.3,6.9,9.3,0.1,18,4.2
Andorra,AND,2018,7.37541723,,,3,1.6,3.1,,3.1,
Arab World,ARB,2018,4.857877881,71.48853851,134,26.44495495,16.64705308,35.24700153,0.103556637,,12.27361864
United Arab Emirates,ARE,2018,4.09854221,79.627,9,5.3,3.6,6.7,0.1,1,3.6
Argentina,ARG,2018,10.29146862,76.999,34,9.5,6.1,10.6,0.4,27,3.5
Armenia,ARM,2018,10.01,75.064,25,11.1,6.5,12.5,0.3,31,2.5
American Samoa,ASM,2018,,,,,,,,0,
Antigua and Barbuda,ATG,2018,4.84869289,78.511,19,8.8,5.9,10.4,,6.3,
Australia,AUS,2018,10.05971909,82.74878049,4,3.2,2.3,3.8,0.1,6.6,2.5
Austria,AUT,2018,10.35,81.69268293,6,2.9,2.2,3.5,,6.1,2.5
Azerbaijan,AZE,2018,3.84,72.76,28,19.4,11,21.8,0.1,63,2.5
Burundi,BDI,2018,7.29396152,61.688,518,41.1,21.9,58.6,1.1,111,
Belgium,BEL,2018,10.86148262,81.59512195,5,3.3,2.3,4,0.2,9.2,2.5
Benin,BEN,2018,2.88632059,60.14,542,59.2,30.6,90.7,1,56,11.4
Burkina Faso,BFA,2018,5.0057807,60.047,277,55.1,26.5,90.3,0.7,48,14.5
Bangladesh,BGD,2018,2.31622243,72.567,172,27.8,20.7,33.6,0.1,221,12.8
Bulgaria,BGR,2018,7.33,74.96341463,7,5.8,3.4,7,0.1,23,3
Bahrain,BHR,2018,4.12745667,79.857,14,6.1,3.1,7.2,,12,
"Bahamas, The",BHS,2018,5.98263836,73.806,77,11.7,8,13.5,1.1,14,
Bosnia and Herzegovina,BIH,2018,8.76,77.093,6,5.5,4.5,6.3,,25,2.5
Belarus,BLR,2018,5.53,74.17560976,1,2.5,1.2,3.4,0.4,31,2.5
Belize,BLZ,2018,4.74657917,73.703,78,11.6,9.6,13.5,1.4,30,4.9
Bermuda,BMU,2018,,80.825,,,,,,3.6,
Bolivia,BOL,2018,6.60399437,67.748,171,22.7,14.8,27.9,0.3,108,14.5
Brazil,BRA,2018,9.46475029,75.109,59,13.4,9,15,0.5,46,2.5
Barbados,BRB,2018,6.45336485,77.067,47,11.4,8.1,12.3,1.1,0.41,2.5
Brunei Darussalam,BRN,2018,2.41289377,74.712,45,8.6,5.2,9.9,,66,
Bhutan,BTN,2018,3.2427721,71.129,57,22.9,14.9,27.2,0.2,148,
Botswana,BWA,2018,6.04010344,65.422,162,34.3,21.7,43.7,19.4,275,22
Central African Republic,CAF,2018,10.99657822,54.369,868,79.9,33.6,108,3.7,540,21.4
Canada,CAN,2018,10.90542507,81.84390244,11,4.5,3.4,5.2,0.2,5.5,2.5
Central Europe and the Baltics,CEB,2018,6.552631353,76.97576477,6,4.232414679,2.662504085,5.047141124,0.121996701,,2.57682529
Switzerland,CHE,2018,10.77226162,83.75365854,7,3.6,2.8,4.1,0.2,6.4,2.5
Channel Islands,CHI,2018,,81.375,,,,,,,
Chile,CHL,2018,9.22575188,80.133,15,6.4,4.8,7.4,0.5,18,3
China,CHN,2018,5.16790485,77.744,20,6.4,4.1,8.6,,61,2.5
Cote d'Ivoire,CIV,2018,3.0916779,58.849,522,58.5,30.8,78.9,2.3,142,10.2
Cameroon,CMR,2018,3.61970162,61.18,424,52.7,28.4,79.8,3.2,186,6.2
"Congo, Dem. Rep.",COD,2018,3.24127173,59.942,543,67.2,27.8,86.5,0.7,321,32.3
"Congo, Rep.",COG,2018,1.8976357,64.053,370,34.8,19.7,47.8,3.8,375,29.8
Colombia,COL,2018,7.62541437,76.748,63,12.2,7.6,14.2,0.4,33,4.3
Comoros,COM,2018,4.90318584,63.912,244,42.9,28.1,55,0.1,35,13.1
Cabo Verde,CPV,2018,4.73804712,75.733,48,12.8,10,14.9,0.9,49,15.2
Costa Rica,CRI,2018,7.28587723,79.484,18,7.3,6,8.5,0.4,10,2.5
Caribbean small states,CSS,2018,5.646826216,72.69457605,89,17.59699064,12.80758328,20.36056811,1.376764918,,5.326091476
Cuba,CUB,2018,11.0184288,77.496,39,5.2,2.9,6.6,0.5,7.2,2.5
Curacao,CUW,2018,,,,,,,,4.7,
Cayman Islands,CYM,2018,,,,,,,,5.2,
Cyprus,CYP,2018,6.83,81.382,59,2.5,1.8,3.1,0.1,4.6,2.5
Czechia,CZE,2018,7.47048092,79.02926829,3,2.5,1.6,3.1,0.1,4.7,2.5
Germany,DEU,2018,11.48051548,80.89268293,5,3.2,2.3,3.8,0.1,6.9,2.5
Djibouti,DJI,2018,2.33968735,63.038,257,49.7,31.3,59.1,,233,12.2
Dominica,DMA,2018,6.18495989,73.59,,28.1,24,29.6,,6.4,10.1
Denmark,DNK,2018,10.1,80.95365854,5,3.4,2.7,3.9,0.1,5.4,2.5
Dominican Republic,DOM,2018,4.12601566,73.232,109,28.7,24.2,34.8,1,45,5.8
Algeria,DZA,2018,6.38729763,76.066,79,20.6,15.8,24,0.1,69,2.5
East Asia & Pacific (excluding high income),EAP,2018,4.918520133,75.79141602,68,12.73689724,7.948370273,16.01459879,,145,4.181543908
Early-demographic dividend,EAR,2018,4.724549605,70.768483,133,29.57647688,20.76458243,35.89504203,0.749165062,,9.805792504
East Asia & Pacific,EAS,2018,6.556616589,76.58290045,70,12.2,7.6,15.2,,134,4.031284299
Europe & Central Asia (excluding high income),ECA,2018,4.811462787,74.08647585,20,13.11214615,7.921260843,14.99161919,,49,3.053931456
Europe & Central Asia,ECS,2018,9.245109547,77.89543781,12,7.3,4.6,8.5,,28,2.656431147
Ecuador,ECU,2018,7.82609653,77.094,71,12,6.8,13.9,0.4,44,11.1
"Egypt, Arab Rep.",EGY,2018,4.74892998,71.367,19,17.8,10.9,20.9,0.1,12,6.8
Euro area,EMU,2018,10.15144089,82.00557452,6,3.111054896,2.264487667,3.783722084,0.243510762,,2.512589839
Eritrea,ERI,2018,4.12701797,67.067,338,31.4,18.4,41.9,0.6,89,
Spain,ESP,2018,8.99686718,83.43170732,4,2.7,1.9,3.2,0.3,11,2.5
Estonia,EST,2018,6.6912818,78.24390244,5,1.9,1.1,2.5,0.8,13,2.5
Ethiopia,ETH,2018,3.30371761,65.412,312,38.6,30.5,54.3,1,151,17.9
European Union,EUU,2018,9.87605348,81.02942567,6,3.345129407,2.343301805,4.041708803,0.213640586,,2.517607934
Fragile and conflict affected situations,FCS,2018,4.443072925,61.92750606,574,54.95156732,29.74823933,81.50791102,1.53073848,,18.4639638
Finland,FIN,2018,9.05,81.73414634,8,1.9,1.4,2.4,,4.8,2.5
Fiji,FJI,2018,4.10572624,67.81,37,20.5,11.2,24.2,0.2,54,6.3
France,FRA,2018,11.20798969,82.67560976,8,3.3,2.6,4.3,0.4,8.8,2.5
Faroe Islands,FRO,2018,,82.49512195,,,,,,,
"Micronesia, Fed. Sts.",FSM,2018,11.65710258,71.318,69,23.1,14.5,27.6,,110,
Gabon,GAB,2018,2.74500418,66.306,229,32.4,20.3,45.2,3.3,525,17.6
United Kingdom,GBR,2018,9.73079777,81.25609756,9,3.8,2.8,4.4,,8,2.5
Georgia,GEO,2018,7.11,73.341,26,8.8,5.5,9.8,0.3,80,5.5
Ghana,GHA,2018,3.80673027,64.122,273,35.5,23.5,48.9,1.8,148,7.8
Gibraltar,GIB,2018,,82.154,,,,,,,
Guinea,GIN,2018,3.73843002,59.349,568,67.8,32.7,105.9,1.6,176,12.6
"Gambia, The",GMB,2018,3.34384227,63.04,512,36.4,27,52.7,1.7,162,14.2
Guinea-Bissau,GNB,2018,7.28130722,60.502,648,54.7,36.8,82.7,2.9,361,28
Equatorial Guinea,GNQ,2018,2.85223937,61.191,219,62,30.3,84.3,6.8,254,
Greece,GRC,2018,8.12024307,81.78780488,6,3.5,2.5,4.2,0.2,4.4,2.5
Grenada,GRD,2018,4.58373737,74.808,21,13.9,9.9,15.5,,2.1,
Greenland,GRL,2018,,71.96756098,,,,,,101,
Guatemala,GTM,2018,6.10662699,72.726,98,21.5,11.9,25.4,0.2,26,14.1
Guam,GUM,2018,,77.439,,,,,,50,
Guyana,GUY,2018,4.90492535,68.896,118,25.2,18.3,30.2,1.5,81,3
High income,HIC,2018,12.05972129,79.89729191,11,4.4,3,5.2,,17,2.623962306
"Hong Kong SAR, China",HKG,2018,,84.8697561,,,,,,66,2.5
Honduras,HND,2018,7.22820663,72.814,65,15.8,10.5,18.4,0.2,37,13.7
Heavily indebted poor countries (HIPC),HPC,2018,4.65934043,62.92715497,408,49.20241009,27.80234922,70.85391417,2.442615551,,22.0004607
Croatia,HRV,2018,6.75,78.07073171,5,4,2.9,4.8,0.1,10,2.5
Haiti,HTI,2018,4.31650305,64.019,359,49.1,25.9,64.1,1.7,176,41.6
Hungary,HUN,2018,6.58,76.06585366,15,3.6,2.3,4.3,,7.1,2.5
IBRD only,IBD,2018,5.397891449,73.92493506,78,19.55941612,13.23352183,23.49710594,,,5.987004794
IDA & IBRD total,IBT,2018,5.276010051,71.27701401,234,32.33706687,19.91755016,43.44982059,1.003687663,,8.864737499
IDA total,IDA,2018,3.699745949,63.83727258,453,50.24540613,29.28545739,71.41427118,1.725064528,,17.09610366
IDA blend,IDB,2018,3.28806911,61.05433934,620,59.79197485,35.03364519,85.67664462,,,12.70820313
Indonesia,IDN,2018,2.86757827,70.338,181,20.7,12.4,24.5,0.4,316,5.9
IDA only,IDX,2018,4.044566246,65.24390358,366,45.30718393,26.31205099,64.03667081,1.723542115,,19.37428943
Isle of Man,IMN,2018,,80.596,,,,,,,
India,IND,2018,2.86,70.71,116,31.3,22.7,36.4,0.2,208,10.3
Not classified,INX,2018,,,,,,,,,
Ireland,IRL,2018,6.49550152,82.20487805,5,2.9,2.2,3.4,0.2,6.9,2.5
"Iran, Islamic Rep.",IRN,2018,7.73915195,76.195,17,11.9,8.8,13.9,0.1,14,7.6
Iraq,IRQ,2018,4.12989378,71.514,72,22.5,15.3,26.8,0.1,31,16.4
Iceland,ISL,2018,8.38,82.86097561,3,2.1,1.3,2.7,0.1,2.6,2.5
Israel,ISR,2018,7.23,82.80243902,3,2.9,1.9,3.7,,3.9,2.5
Italy,ITA,2018,8.68,83.34634146,5,2.7,1.9,3.2,0.2,7.2,2.5
Jamaica,JAM,2018,5.96798849,71.793,91,16.1,14,18.7,1.3,3.5,6.2
Jordan,JOR,2018,6.98295021,75.774,42,13.8,9.4,16,0.1,5,10.7
Japan,JPN,2018,10.74,84.21097561,5,1.9,0.9,2.5,,14,2.6
Kazakhstan,KAZ,2018,2.82,73.15,14,9.2,4.7,10.3,,67,2.5
Kenya,KEN,2018,4.09903383,62.676,512,32.8,21.5,44.3,4.4,292,22.6
Kyrgyz Republic,KGZ,2018,5.01,71.4,54,17,12.9,19,0.2,116,4.7
Cambodia,KHM,2018,6.06630135,70.561,209,23.6,14.2,27.5,0.6,308,5.1
Kiribati,KIR,2018,12.97,66.855,110,46.4,23.8,60.1,,331,3.2
St. Kitts and Nevis,KNA,2018,4.89200258,71.467,,14.8,11.5,17.2,,0,
"Korea, Rep.",KOR,2018,7.49119806,82.62682927,6,2.8,1.5,3.2,,64,2.5
Kuwait,KWT,2018,5.18862629,79.722,7,7.6,4.9,8.8,0.1,22,2.5
Latin America & Caribbean (excluding high income),LAC,2018,7.897880052,74.76780882,72,14.76569404,9.614504265,17.33780078,0.469589754,44,5.266166007
Lao PDR,LAO,2018,2.24630332,67.634,165,37.2,22.5,46.8,0.3,162,6.5
Lebanon,LBN,2018,8.07092381,79.729,18,12,8.3,14,0.1,13,5.7
Liberia,LBR,2018,10.35222721,60.853,684,60.7,32,82.3,1.1,308,35.2
Libya,LBY,2018,,72.794,69,10.2,6.3,11.9,0.2,40,8.8
St. Lucia,LCA,2018,4.18686533,73.357,61,16.2,11.7,17.6,,3.2,
Latin America & Caribbean,LCN,2018,7.968175175,74.85001362,77,14.9,9.8,17.5,0.47938232,43,6.028420188
Least developed countries: UN classification,LDC,2018,3.862572724,64.79307163,374,46.69857965,27.0798472,66.40247774,1.822420484,,20.39588965
Low income,LIC,2018,5.015654673,63.00741464,427,50.5,28.4,73,1.898238878,190,26.29477726
Liechtenstein,LIE,2018,,83.04146341,,,,,,,
Sri Lanka,LKA,2018,3.64,75.748,30,6.5,4.3,7.6,0.1,64,4.2
Lower middle income,LMC,2018,3.476324772,68.53529428,279,37.9,24.3,50.1,0.653702399,217,10.69500924
Low & middle income,LMY,2018,5.205405135,71.1682575,238,32.86790696,20.23977111,44.19148175,1.020634695,161,9.178602654
Lesotho,LSO,2018,11.114995,53.733,599,61.4,37.7,77.2,22.4,659,
Late-demographic dividend,LTE,2018,5.624270271,76.76882977,29,8.508088966,5.528153308,10.59112766,,,3.427385827
Lithuania,LTU,2018,6.53,75.6804878,8,3.2,2.1,4,0.2,44,2.5
Luxembourg,LUX,2018,5.28,82.29512195,7,2.3,1.7,2.7,0.2,7.9,2.5
Latvia,LVA,2018,6.19,74.78292683,23,3.6,2.3,4.2,0.6,28,2.5
"Macao SAR, China",MAC,2018,,84.928,,,,,,57,5.9
St. Martin (French part),MAF,2018,,80.614,,,,,,,
Morocco,MAR,2018,4.94516659,73.986,78,17.4,12.4,20.3,0.1,99,3.6
Monaco,MCO,2018,4.03953457,,,2.6,1.7,3.2,,3,
Moldova,MDA,2018,6.71,70.492,14,12.8,11.1,14.9,0.8,86,2.5
Madagascar,MDG,2018,4.22846937,65.27,423,45.2,24,65.8,0.3,233,34.6
Maldives,MDV,2018,7.44,80.013,49,6.5,5,7.6,0.1,33,
Middle East & North Africa,MEA,2018,5.469544961,73.70452449,54,18.2,12.1,22.1,0.10164897,30,9.919818793
Mexico,MEX,2018,5.38345814,74.015,56,12.7,8.7,14.7,0.4,23,3.6
Marshall Islands,MHL,2018,15.26284122,64.5,,27.1,15.1,32.7,,1180,
Middle income,MIC,2018,5.207644599,72.0965935,197,28.99860492,18.44225466,37.89084277,0.899036374,158,7.303909728
North Macedonia,MKD,2018,6.46,76.64878049,3,7.2,5.5,8.2,0.1,13,2.9
Mali,MLI,2018,3.73249912,59.393,440,65.7,35.2,105.8,1,53,4.6
Malta,MLT,2018,8.55,82.44878049,4,5.4,4.2,6.2,0.2,13,2.5
Myanmar,MMR,2018,4.9,66.465,215,36.7,23.2,46,0.9,338,3.6
Middle East & North Africa (excluding high income),MNA,2018,6.01773137,72.91459632,57,19.73676932,13.07566827,24.02862977,0.101800864,33,10.78685861
Montenegro,MNE,2018,8.34,76.84146341,5,2.9,1.5,3.4,0.1,15,2.5
Mongolia,MNG,2018,4.53449297,71.199,42,14.2,8.6,16.5,0.1,428,6.3
Northern Mariana Islands,MNP,2018,,,,,,,,110,
Mozambique,MOZ,2018,8.0889616,60.526,160,54.2,27.9,74.8,12.3,361,35.3
Mauritania,MRT,2018,3.17838526,65.31,461,34.7,24.2,44.6,0.3,93,6.8
Mauritius,MUS,2018,5.63982916,74.41634146,50,13.7,9.7,15.4,,13,6.8
Malawi,MWI,2018,6.87366676,63.276,392,34.1,20.7,47.6,8.7,153,17.4
Malaysia,MYS,2018,3.75944281,75.644,22,6.9,4.3,8.1,0.4,92,2.5
North America,NAC,2018,16.18838664,78.96584044,19,5.5,3.7,6.4,0.379930337,3.2,2.5
Namibia,NAM,2018,8.31648731,62.586,218,31.2,20.5,43.1,12.3,524,19.4
New Caledonia,NCL,2018,,80.00309756,,,,,,15,7.1
Niger,NER,2018,5.30310822,62.454,432,62.3,35.1,123.2,0.2,87,11.7
Nigeria,NGA,2018,3.09069347,52.554,1135,75.7,36.3,119.9,,219,11.8
Nicaragua,NIC,2018,8.4993515,73.85,74,14.9,10.3,17.4,0.3,41,17.6
Netherlands,NLD,2018,10.02,81.81219512,4,3.5,2.6,4,0.2,5.2,2.5
Norway,NOR,2018,9.96,82.75853659,2,2,1.4,2.5,,4.1,2.5
Nepal,NPL,2018,4.53,68.979,201,27.2,20.2,32.8,0.1,245,5
Nauru,NRU,2018,11.10239792,63.234,,25.1,19.4,30.1,,50,
New Zealand,NZL,2018,9.0351162,81.70731707,8,4.2,2.7,5.1,0.1,7.1,2.5
OECD members,OED,2018,12.32109852,80.00975208,20,6.155183833,4.107455342,7.200978403,0.319547097,,2.685765261
Oman,OMN,2018,3.21469474,77.966,16,9.4,4.8,10.9,0.1,6.2,6.3
Other small states,OSS,2018,6.114488167,73.23931799,135,26.46188141,15.59408984,32.51620653,4.03807493,,8.25854807
Pakistan,PAK,2018,2.82844949,66.482,178,57.3,42.7,69.4,0.1,265,10.8
Panama,PAN,2018,7.87820292,77.863,47,14.2,9.3,16.5,1,52,5
Peru,PER,2018,5.15967131,76.009,63,12.6,8.4,16.2,0.4,119,6.2
Philippines,PHL,2018,3.95,71.689,82,22.1,14,28,0.2,554,6
Palau,PLW,2018,12.85856915,,,22.7,12.2,23,,110,
Papua New Guinea,PNG,2018,2.30051899,65.182,199,37.4,22.7,47.1,0.8,432,27.5
Poland,POL,2018,6.31,77.60243902,2,3.9,2.7,4.5,0.1,16,2.5
Pre-demographic dividend,PRE,2018,3.874180672,60.3043495,583,55.89920293,29.3394747,83.07892118,2.784559308,,20.09992084
Puerto Rico,PRI,2018,,79.77,18,,,,,0.87,
"Korea, Dem. People's Rep.",PRK,2018,,73.031,107,14.6,9.8,18.3,,513,45.3
Portugal,PRT,2018,9.41,81.32439024,11,2.9,1.9,3.5,0.6,21,2.5
Paraguay,PRY,2018,6.74497652,73.568,70,17.2,10.6,20.1,0.4,43,2.7
West Bank and Gaza,PSE,2018,,74.793,21,14.1,10.2,16.5,,0.77,
Pacific island small states,PSS,2018,5.152487064,69.23023112,84,19.87815312,10.17567329,23.67575678,,,9.679274551
Post-demographic dividend,PST,2018,12.75252081,80.6664898,12,4.160567618,2.847307548,4.923496913,0.305875206,,2.537146071
French Polynesia,PYF,2018,,82.783,,,,,,22,6.4
Qatar,QAT,2018,2.96176219,80.898,6,5.6,3.5,6.6,0.1,31,
Romania,ROU,2018,5.52,75.35853659,11,6,3.3,7.3,0.1,68,2.5
Russian Federation,RUS,2018,5.36,72.66219512,9,5.1,2.9,6.3,,54,2.5
Rwanda,RWA,2018,6.69894743,66.251,281,32.1,18.6,43.4,2.8,59,33.8
South Asia,SAS,2018,2.909130888,70.24000795,156,36,26.5,42.8,0.175473427,215,10.67437936
Saudi Arabia,SAU,2018,5.34063101,77.212,17,6.6,3.7,7.7,0.1,11,4.3
Sudan,SDN,2018,4.46358299,65.681,293,41.3,28,59,0.1,71,10.9
Senegal,SEN,2018,4.43182087,68.097,277,31.9,22.9,43.7,0.4,118,6.6
Singapore,SGP,2018,4.07545424,83.29756098,7,2.1,1,2.5,,48,
Solomon Islands,SLB,2018,3.77378345,70.173,127,17.7,8.3,20.8,,68,17.5
Sierra Leone,SLE,2018,8.28987598,59.796,460,85,33.2,116.6,1.5,298,27.5
El Salvador,SLV,2018,8.322752,72.555,45,11.8,6.6,13.7,0.5,73,6.9
San Marino,SMR,2018,8.2778492,,,1.5,0.8,1.7,,0,
Somalia,SOM,2018,,56.375,651,75.9,37.8,120.2,,262,55.5
Serbia,SRB,2018,8.53168106,75.8902439,11,5,3.6,5.8,0.1,17,2.5
Sub-Saharan Africa (excluding high income),SSA,2018,4.779293359,60.82499601,540,53.54134572,28.63435894,79.3820058,4.323713711,234,19.19021111
South Sudan,SSD,2018,10.05615997,55.95,1275,63.8,39.8,98.8,2.1,227,
Sub-Saharan Africa,SSF,2018,4.779459938,60.82604353,562,53.5,28.6,79.5,4.323713711,234,19.18873508
Small states,SST,2018,6.001830151,72.62489477,119,23.93512864,14.17606218,29.0863695,,,8.034220711
Sao Tome and Principe,STP,2018,5.50957823,68.355,149,14.3,8.7,18,0.6,124,17.1
Suriname,SUR,2018,6.68795872,72.553,98,16.8,11.7,18.8,1.5,38,9.4
Slovak Republic,SVK,2018,6.67,77.26585366,5,5,3,6,0.1,5.8,3.3
Slovenia,SVN,2018,8.28,81.37804878,4,2,1.4,2.4,0.1,5.4,2.5
Sweden,SWE,2018,10.94,82.55853659,5,2.2,1.5,2.7,,5.4,2.5
Eswatini,SWZ,2018,6.62469387,59.411,218,44.5,24.4,58.4,28.9,441,13.2
Sint Maarten (Dutch part),SXM,2018,,75.131,,,,,,5.8,
Seychelles,SYC,2018,4.94443846,72.84146341,4,12.7,9.2,14.8,,15,2.7
Syrian Arab Republic,SYR,2018,,70.145,31,25.7,11.2,40.5,0.1,19,21.8
Turks and Caicos Islands,TCA,2018,,76.443,,4.5,3.4,6.6,,5.5,
Chad,TCD,2018,4.56768799,52.825,1076,70.6,33.9,117.2,1.3,142,28
East Asia & Pacific (IDA & IBRD countries),TEA,2018,4.918706607,75.82584698,67,12.71338893,7.924938462,15.98569473,,,3.667564302
Europe & Central Asia (IDA & IBRD countries),TEC,2018,5.364682431,74.02839964,15,10.15894508,6.104263325,11.75517817,,,2.803338502
Togo,TGO,2018,6.08894634,60.244,435,46.8,25.4,68.8,2.1,38,19.9
Thailand,THA,2018,3.87040329,78.662,29,8,5.1,9.3,1.3,153,7
Tajikistan,TJK,2018,7.01,70.353,17,30.2,15,34.5,0.2,84,10.6
Turkmenistan,TKM,2018,5.69395018,68.796,5,37.3,24.2,43.2,,46,3.5
Latin America & the Caribbean (IDA & IBRD countries),TLA,2018,7.914680691,74.77591785,77,15.01929018,9.871201699,17.5879958,0.478657671,,6.092329822
Timor-Leste,TLS,2018,6.36952639,68.017,249,47.2,23.7,55.9,0.2,498,13.4
Middle East & North Africa (IDA & IBRD countries),TMN,2018,6.01773137,72.89315091,57,19.82863933,13.12253691,24.15133398,0.101800864,,10.78685861
Tonga,TON,2018,4.80628061,70.779,84,10.3,5.3,12,,9.8,
South Asia (IDA & IBRD),TSA,2018,2.909130888,70.24000795,153,35.99630801,26.46899407,42.76117359,0.175473427,,10.67437936
Sub-Saharan Africa (IDA & IBRD countries),TSS,2018,4.779459938,60.82604353,540,53.53953265,28.63349619,79.37913881,4.323713711,,19.18873508
Trinidad and Tobago,TTO,2018,6.5323596,73.802,28,15.7,11.1,17.6,1.2,20,7
Tunisia,TUN,2018,5.9375186,75.95,39,13.3,10.9,15.4,0.1,35,2.7
Turkiye,TUR,2018,4.12,77.563,17,9.9,5.8,11.5,,16,2.5
Tuvalu,TUV,2018,18.64067841,64.212,,19.8,10.5,23.3,,270,
Tanzania,TZA,2018,4.16191673,66.535,267,34.5,21.7,47.9,5.1,253,23.6
Uganda,UGA,2018,4.02080536,62.714,283,34.3,20.4,47.7,5.7,200,38.4
Ukraine,UKR,2018,7.52,71.58268293,11,7.4,5.1,8.7,,80,3
Upper middle income,UMC,2018,5.651997468,75.82321575,56,11.6,7.1,14.2,,96,3.759180217
Uruguay,URY,2018,9.01452351,77.611,18,6.5,4.8,7.7,0.6,34,2.5
United States,USA,2018,16.62964439,78.63902439,19,5.6,3.8,6.5,0.4,2.9,2.5
Uzbekistan,UZB,2018,5.08,71.149,31,14.6,9.2,16.4,,70,2.5
St. Vincent and the Grenadines,VCT,2018,4.25346231,74.128,60,12.6,7.5,13.7,,6.3,5.6
"Venezuela, RB",VEN,2018,2.41691327,71.979,179,21.2,15,24.2,0.5,48,23.2
British Virgin Islands,VGB,2018,,75.831,,12.8,7.8,14.5,,3.3,
Virgin Islands (U.S.),VIR,2018,,79.5195122,,,,,,,
Viet Nam,VNM,2018,5.02678823,73.976,51,17,10.9,21.3,0.4,182,6.6
Vanuatu,VUT,2018,3.31753612,69.795,97,17.1,8.5,20,,46,7.5
World,WLD,2018,9.677223257,72.73511579,224,30,18.5,40,0.7,135,7.3
Samoa,WSM,2018,4.77439356,72.636,58,15.3,6.9,17.8,,6.1,4.7
Kosovo,XKX,2018,,78.696,,10.8,8.7,11.9,,,
"Yemen, Rep.",YEM,2018,,64.575,176,36.6,23.4,47.2,0.1,48,40.2
South Africa,ZAF,2018,8.08820343,65.674,125,28.5,11.2,36.1,18.8,677,5.7
Zambia,ZMB,2018,4.76996708,62.342,145,43.4,25.8,64,12.5,346,30.5
Zimbabwe,ZWE,2018,4.67039156,61.414,359,37.8,26.5,53.4,13.1,210,38.7
Aruba,ABW,2019,,76.248,,,,,,2.1,
Africa Eastern and Southern,AFE,2019,5.820167723,63.75475217,354,43.89669956,25.06901527,60.55777426,5.183935496,,24.88451632
Afghanistan,AFG,2019,14.83131981,63.565,644,48.8,38.3,63.6,0.1,189,25.1
Africa Western and Central,AFW,2019,3.434559996,57.50029484,764,63.59875035,32.34914483,99.71670268,,,13.06976429
Angola,AGO,2019,2.47517991,62.448,228,49.9,27.7,74.2,1.6,351,18
Albania,ALB,2019,6.86214113,79.282,5,8.3,7.1,9.4,0.1,16,4.3
Andorra,AND,2019,7.323246,,,2.9,1.5,3,,7.5,
Arab World,ARB,2019,4.954179843,71.68841844,134,25.72985337,16.39895199,34.05380104,0.103576552,,12.41967966
